"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"88",87,10,137855298.357604,1625551.54293022,6334353.33718971,11247151.3991248,13252636.0950917,13912502.6757427,11143280.9400601,10551510.1306563,10308494.3123089,9851540.56356869,9282261.88034496,9121281.36898278,8284706.92401351,7227298.04230604,6031846.37357763,3855474.66141709,2121862.76312669,3703545.3471621,137.855298357604
"89",88,10,141589292.879842,1674888.24550634,6523691.52754693,11476326.1332384,13461776.4897064,14139138.8659066,11416013.8080419,10861911.715545,10608210.0241856,10133413.8636468,9544613.15116334,9388611.4580965,8607354.61240356,7527734.18432453,6285134.50397333,3958029.49870028,2179062.23324951,3803382.56460734,141.589292879842
"90",89,10,140056940.286138,1647900.04769882,6419851.21682631,11319887.2623434,13298300.1236642,13960656.2398285,11248038.8347994,10736698.3903472,10486976.7655708,10020018.2944195,9438628.81755304,9284828.99686956,8464273.22702197,7401097.99596244,6185588.58538491,4035389.64333712,2225088.3245069,3883717.52000383,140.056940286138
"91",90,10,141138384.911475,1666708.02799117,6486720.47665555,11511378.5944777,13522822.0027688,14201359.546368,11434832.1565448,10707228.3272105,10456250.6345288,9992456.7871627,9417891.50826696,9261545.88260118,8596795.00110078,7527280.1499176,6287419.62652888,4000144.86740625,2210061.66502067,3857489.65692431,141.138384911475
"92",91,10,141836109.5154,1676401.74045328,6524940.63713373,11452437.760958,13438476.959811,14107768.770574,11386968.1595101,10830888.828848,10577986.8085767,10106460.5755171,9520841.47823764,9367620.02947175,8622958.13279185,7550446.74329225,6312818.65422719,4115061.66980649,2274343.67334495,3969688.89284569,141.8361095154
"93",92,10,139330811.262087,1646476.51506624,6407355.02325047,11315534.4650005,13318672.2758946,13980906.3377875,11226560.7269747,10571441.2151307,10327042.8568845,9867927.98137819,9299324.1140454,9141269.52426459,8574157.77469604,7505261.40855706,6265249.63329445,3930531.46814959,2168373.58304759,3784726.35866498,139.330811262087
"94",93,10,143069619.703215,1693421.55322254,6583701.97015744,11488445.1976863,13452909.7616512,14139704.6462822,11463812.7176891,10991457.9989275,10733137.7710276,10251681.9928808,9654154.57971051,9503800.64707803,8700664.14350792,7624279.3691611,6377140.58476028,4139838.89130406,2284336.78598675,3987131.09218131,143.069619703215
"95",94,10,140967961.551216,1671072.43633594,6495120.66120194,11426538.3407169,13421000.0932029,14104969.0609861,11369869.7597576,10743106.4901428,10493915.1883661,10026461.0639491,9445887.95604343,9286512.50317392,8570013.75230633,7500180.67232017,6266871.22344937,4033178.50392108,2226712.11885282,3886551.72648951,140.967961551216
"96",95,10,138646020.970203,1642244.68387638,6384694.4195284,11311778.776508,13314801.0247366,13980102.2667926,11228509.6448486,10581893.4719162,10335940.6415581,9877934.59594541,9308316.52729032,9150228.49239341,8335669.09001402,7277621.90071607,6076571.86110371,3914631.21766363,2158168.38118614,3766913.97412494,138.646020970203
"97",96,10,140754955.507155,1682619.92431726,6535620.244453,11428284.7051198,13422246.2737238,14105547.919017,11377568.1318454,10825639.83534,10572025.3487595,10098132.1342591,9511384.69397551,9356719.18855671,8532120.32415619,7461921.89551001,6229079.36751367,3829912.25191729,2107557.18801964,3678576.08067107,140.754955507155
"98",97,10,135926516.452628,1608488.42850775,6242541.84864142,11091328.3038924,13106094.4097994,13783974.1033898,11011725.8960239,10338501.7069849,10101790.7069924,9655477.49621941,9099986.71079958,8936044.67749782,8208353.81414859,7160104.29724667,5973411.10605144,3823007.22553339,2107394.17199513,3678291.54890442,135.926516452628
"99",98,10,133421525.777806,1575359.12723563,6108751.95059614,10851143.5443634,12880201.1240899,13554554.2423579,10756464.4573908,10146215.8557842,9916897.71358687,9481174.85645137,8936599.93927238,8772183.61537054,8019999.78123342,6990496.1409039,5834959.0180314,3819518.29736308,2104232.68829297,3672773.42548223,133.421525777806
"100",99,10,139465710.135151,1653224.41968171,6416433.10261374,11293182.7357556,13281695.9144237,13955168.5308308,11237991.3907295,10712302.8452431,10463934.4464294,9997955.29913051,9417366.88930672,9259577.74827522,8379757.4650398,7320573.89712506,6116608.74395096,3965075.16172411,2183584.9429551,3811276.60193583,139.465710135151
"101",0,11,156848636.89949,1864994.07228684,7495822.60501889,12720759.5693736,14628101.72732,15198990.2199491,12461562.312318,11964547.574519,11680008.91835,11152764.7710159,10500940.0802187,10364720.2120146,9619487.41423836,8488051.13528416,7118206.50989496,4593528.96244327,2548297.26967861,4447853.54556613,156.84863689949
"102",1,11,154875094.665473,1840055.27251199,7392921.22443864,12579710.0227154,14503965.2185543,15072161.5475857,12301733.8101576,11720248.3358096,11443849.2426032,10930291.0734061,10295247.4647414,10156620.2414875,9544302.5856703,8418361.12594491,7057553.99917413,4603368.19215813,2555055.60876377,4459649.69975017,154.875094665473
"103",2,11,154885152.250413,1844704.9283151,7408865.73590807,12560020.6200065,14480710.5288799,15051559.5519296,12289001.9038784,11800304.8108107,11522649.2155691,11003936.9968177,10361400.266855,10221773.5434861,9466602.92039471,8339139.71190329,6990059.7912575,4575433.18860432,2538403.60714794,4430584.92864917,154.885152250413
"104",3,11,157516255.438433,1875494.01313307,7529872.71395414,12743433.462305,14648213.5933154,15223849.1877576,12494643.0691375,11944984.5137855,11661115.6424679,11135581.7963432,10486145.208916,10350480.1910315,9705363.37129329,8569673.12994594,7190124.05729317,4735639.23060323,2630430.88567604,4591211.37147417,157.516255438433
"105",4,11,150348732.023479,1789463.30876263,7181676.15975474,12360480.7469293,14312579.6924082,14877273.0671067,12052389.2458753,11376633.073843,11113825.2338291,10618875.1861028,10003553.3062906,9850641.48269429,9098338.669378,7989278.06637246,6687658.85651445,4377270.74078737,2425417.93818533,4233377.24864451,150.348732023479
"106",5,11,153893986.848622,1838833.38750581,7377269.9309048,12574710.5029174,14501368.1984965,15074300.1076325,12301258.7265327,11713666.3466143,11438803.6712084,10924884.4109893,10288001.779987,10142596.7601302,9348137.29575953,8222323.99709697,6887163.85292051,4466567.03271861,2474702.03986922,4319398.80733803,153.893986848622
"107",6,11,151642273.981006,1812047.49967641,7266957.37471914,12425189.6090192,14370248.010646,14938392.8535075,12131637.5130443,11461107.8532899,11194712.8559732,10695493.5892617,10075676.6136579,9927326.69339986,9210577.56716408,8100969.2096276,6786694.51644332,4459111.44677151,2471798.99902335,4314331.77578058,151.642273981006
"108",7,11,151777454.444544,1812171.21380631,7264760.67672876,12406064.9849698,14346635.4460709,14918952.6346684,12127599.4346055,11553283.6242269,11283702.5357147,10777890.3062904,10150500.7758511,10003874.4325024,9219091.50337741,8103854.22145348,6785180.39304119,4376401.75273403,2421300.29140972,4226190.21709306,151.777454444544
"109",8,11,152884937.645419,1820098.52444608,7294280.4496343,12506446.3951085,14440804.7529756,15014526.8703974,12236615.6398868,11589676.279816,11316506.2396794,10809577.7883172,10182443.2824929,10039221.4541303,9351662.80070686,8233714.8195951,6895343.45333262,4423146.03267488,2451671.70667804,4279201.15554672,152.884937645419
"110",9,11,153179426.476141,1830385.66008504,7332418.96031367,12509720.4233555,14433214.3843848,15010147.4171724,12253375.2070634,11617806.6580261,11345077.3877219,10835396.033016,10204915.2785267,10059722.6531434,9377176.95661066,8257232.32425135,6916048.50070274,4440640.44813094,2460878.05848223,4295270.12515393,153.179426476141
"111",10,11,153720215.775937,1829332.61180924,7325594.83712522,12552755.758437,14488472.0981596,15067506.6645685,12289860.4854645,11586005.7419005,11314078.6468789,10808078.0055473,10181941.6317471,10035830.148313,9441608.72102104,8321262.22204429,6973611.92486812,4557640.52784538,2530261.7677389,4416373.98246839,153.720215775937
"112",11,11,152391494.502161,1817141.6704727,7273651.24476737,12430764.0889373,14365821.6608179,14947659.9243731,12175903.2874095,11631648.3347467,11359142.3853942,10848570.9277618,10215670.4298954,10069411.4468468,9257247.98923999,8134195.4586183,6809659.38833551,4388986.65797479,2428049.38047748,4237970.22609258,152.391494502161
"113",12,11,155682753.983306,1854828.408403,7422579.48672452,12557332.9710501,14474207.9633319,15061204.0469931,12333481.5479057,11868051.2509164,11585591.809719,11062310.1524278,10416265.8089592,10282252.0191862,9602979.65861433,8475018.9590121,7106376.38615607,4588815.56565829,2546587.92704198,4444870.02120593,155.682753983306
"114",13,11,149379427.564081,1778498.28516076,7113450.03837573,12235990.4945561,14192870.5993595,14772312.9115502,11964560.8961244,11389512.3801256,11125020.9580117,10626880.1678466,10008905.5777169,9858131.84484818,9068099.24863516,7958287.75907263,6655896.87309218,4223119.55897282,2334027.53993005,4073862.43070251,149.379427564081
"115",14,11,151839951.532997,1811911.80577666,7245149.93813384,12490303.3265565,14441912.7916714,15022824.2273571,12215328.8424436,11455913.9982509,11189114.9438607,10690776.4819193,10072176.8664739,9918945.20138168,9193864.52537303,8077460.77780095,6762973.20663859,4460535.72376319,2473484.75104141,4317274.12455452,151.839951532997
"116",15,11,153858686.587729,1836636.89875833,7340939.08375356,12515185.0900822,14445935.6871373,15036892.9203044,12279441.2051332,11707183.8697587,11431429.5235574,10916326.3526073,10279860.4019709,10136033.5783408,9458046.67774272,8328153.79740106,6973620.29111779,4434857.9295129,2454319.90361995,4283823.37693024,153.858686587729
"117",16,11,153596177.247729,1838665.96488148,7346811.94850458,12513062.2033717,14452416.9159913,15041107.0300147,12267362.0103938,11654998.5473037,11379967.8841871,10868640.6821518,10236734.9903132,10094590.104381,9417209.22879719,8292349.35781055,6945045.58222593,4460420.12448865,2472040.81907569,4314753.85383648,153.596177247729
"118",17,11,149119036.162094,1773213.41058643,7081927.76179354,12188005.1724049,14146207.1361624,14729269.2484105,11927515.9354384,11341842.7209089,11078849.967278,10584164.2037168,9969436.3158435,9818841.87717053,9036608.58211707,7932369.99746589,6638331.54460418,4315635.86838476,2388272.91476588,4168543.5050421,149.119036162094
"119",18,11,150104072.269256,1781314.04509813,7111575.51713112,12260380.903063,14208851.6237833,14796214.1954501,12011170.8097468,11375249.2743246,11111913.6713662,10614611.7213925,9997974.49384869,9845136.17280376,9202088.19655276,8086473.80319635,6766632.80588771,4340313.3619415,2401879.29401575,4192292.37965397,150.104072269256
"120",19,11,151720413.096513,1813392.35441747,7237977.26091248,12351009.5792534,14280775.6875747,14871192.0610142,12121900.7859897,11522361.970263,11252711.3306328,10746574.890739,10120750.4435059,9974291.92788991,9325751.26122122,8209201.92661467,6872642.65749286,4373572.11952911,2420869.14857975,4225437.69088306,151.720413096513
"121",20,11,151735491.991138,1802071.85791321,7188896.12970312,12308329.0959371,14242284.7007796,14834691.6150781,12084958.008437,11536068.1165766,11265883.7911412,10760582.9372727,10134107.4745146,9988999.40168083,9277960.76148891,8164332.2101129,6840452.35232405,4483934.24842946,2484841.98988395,4337097.2998648,151.735491991138
"122",21,11,149513189.97568,1773531.86132023,7072576.98899272,12195374.1850414,14144575.5072688,14734353.8440623,11952238.8583395,11362129.0042591,11099284.9382013,10603704.1475855,9987167.94910181,9834399.94977497,9057667.62592684,7947816.5974279,6653695.19722395,4402464.85742205,2437588.48102743,4254619.98270383,149.51318997568
"123",22,11,153317209.058077,1827450.73241626,7285621.43839319,12421363.0135244,14345229.7419163,14940424.7041825,12211275.8889784,11639996.1770089,11366095.8950755,10856710.8480997,10224546.6563701,10081395.1493515,9329041.64194434,8219940.74736249,6895121.02005673,4623274.05095077,2567809.94782776,4481911.40461854,153.317209058077
"124",23,11,147994275.803505,1761030.1961842,7017135.55456121,12111013.8675766,14078634.4746365,14667759.5667587,11859753.9353754,11227401.6131666,10966469.3982677,10478343.189416,9871899.95885527,9722230.95042688,8961697.80709697,7865797.15116662,6583144.64259701,4294085.53856749,2377732.2910525,4150145.66779951,147.994275803505
"125",24,11,149835983.834559,1775361.57210467,7070983.95069315,12220334.1963792,14170813.7715465,14770709.7610121,12000339.0300917,11373164.8018088,11106643.633588,10608977.5031918,9993310.81704481,9845547.37564845,9207787.45569797,8097572.63526411,6775436.97642349,4294950.7260405,2376337.84942079,4147711.77860264,149.835983834559
"126",25,11,153018915.715634,1819314.61368675,7245685.46902732,12335946.1320034,14256712.9906204,14857619.6103022,12145434.8293251,11702671.3490807,11426669.8515533,10911114.8982651,10272621.8922013,10132055.7257767,9378288.62345316,8259809.01259641,6922318.56295789,4505409.47838018,2494058.56424911,4353184.11215554,153.018915715634
"127",26,11,147972852.191923,1750828.45197221,6968856.54872296,11983593.2766415,13941103.7093564,14538892.1327105,11759262.4819224,11241404.2464483,10982499.3106552,10490845.6334157,9880701.66822492,9729906.34165427,9113739.96137426,8013335.70887256,6706627.90501139,4314562.05362685,2388227.8730598,4168464.88825432,147.972852191923
"128",27,11,149464480.97693,1771556.72270284,7048269.8670294,12145097.9837467,14097919.5175841,14697952.1440357,11931180.6694011,11393309.6930876,11127086.8722183,10628702.4297047,10010341.386216,9862957.43555429,9104707.7872283,7999958.58166966,6697962.07053269,4345177.04120191,2404840.25999669,4197460.51502047,149.464480976931
"129",28,11,150552320.990209,1798470.93455615,7153518.77369147,12249591.554501,14195317.808489,14794770.0461109,12033899.7247105,11447357.0471697,11179742.7551027,10679144.5881494,10058094.7196334,9910995.60182208,9151336.07763122,8046634.45711519,6740616.54491135,4407720.20003469,2442287.82871536,4262822.32786479,150.552320990209
"130",29,11,151310938.397632,1801357.14903691,7162048.13458769,12319235.147207,14261771.5053413,14866650.0427937,12117660.3409665,11501561.2452639,11231086.1910493,10726837.249612,10102913.4854406,9955813.70338836,9259506.34442834,8148065.97839874,6822794.21221426,4376977.78087531,2424640.17077881,4232019.7162492,151.310938397632
"131",30,11,149763782.109386,1781619.62818566,7081691.96890085,12239334.2529381,14202885.0151206,14803931.6964448,12011655.4249657,11363161.1775183,11098579.2789953,10603689.1148566,9988788.95618507,9836345.59335035,9064884.31523993,7957019.00024504,6661063.73861231,4391806.71688831,2432167.73608454,4245158.4948541,149.763782109386
"132",31,11,147886975.377382,1764614.62564152,7011112.11376496,12109533.4962861,14078535.3915359,14679307.5823066,11882145.4831373,11225510.5396446,10964564.1211861,10474016.9817944,9866921.78087461,9714271.9212036,9042387.75392182,7939041.49560422,6637311.52639946,4168334.92388356,2305425.62427465,4023940.01592302,147.886975377382
"133",32,11,151934023.970019,1808185.18952282,7182181.20077432,12268394.5280309,14199104.0637622,14806934.7796262,12088730.3961292,11590028.402856,11317025.0237686,10807610.6533691,10176689.6125506,10034158.2963967,9304457.26388711,8193091.5795537,6866312.71481287,4478178.28141433,2481564.78661215,4331377.19695202,151.934023970019
"134",33,11,149273336.243049,1766708.36322056,7013926.03270158,12142934.2444013,14102056.3436978,14713084.2391932,11949650.2202106,11346011.4012075,11079219.3204781,10581504.4103201,9967242.46080426,9820348.62916763,9249939.73151836,8139061.24513285,6807302.43292999,4208012.80652475,2326176.06625636,4060158.29528407,149.273336243049
"135",34,11,148758963.524075,1770009.56704436,7023741.35339416,12097915.9573308,14052620.093005,14661183.2281041,11898447.9779043,11368798.3465921,11103317.4482114,10605924.6678889,9988241.44625754,9839431.09237951,9001351.27327929,7896861.84465697,6608777.54378723,4305646.52169919,2380943.89330118,4155751.26923884,148.758963524075
